region,regioncode,district,districtcode,ward,wardcode,street,places
KAGERA,35,BUKOBA,35,IBWERA,35,KARONGE,KARONGE
KAGERA,35,BUKOBA,35,IBWERA,35,KARONGE,RUKINDO
KAGERA,35,BUKOBA,35,IBWERA,35,KARONGE,BUBAGO
KAGERA,35,BUKOBA,35,IBWERA,35,IBWERA,MBATAMA
KAGERA,35,BUKOBA,35,IBWERA,35,IBWERA,KISHONGA
KAGERA,35,BUKOBA,35,IBWERA,35,IBWERA,RUBUNGO
KAGERA,35,BUKOBA,35,IBWERA,35,IBWERA,BIJUNJU
KAGERA,35,BUKOBA,35,IBWERA,35,IBWERA,RUBUMBA
KAGERA,35,BUKOBA,35,IBWERA,35,KIBONA,KIBONA
KAGERA,35,BUKOBA,35,IBWERA,35,KIBONA,BUSAIZI
KAGERA,35,BUKOBA,35,IBWERA,35,KIBONA,RUGAZE
KAGERA,35,BUKOBA,35,IBWERA,35,ITONGO,IKUNYU
KAGERA,35,BUKOBA,35,IBWERA,35,ITONGO,BWEYENZA
KAGERA,35,BUKOBA,35,IBWERA,35,ITONGO,BWAGULA
KAGERA,35,BUKOBA,35,IBWERA,35,ITONGO,ITONGO
KAGERA,35,BUKOBA,35,IBWERA,35,ITONGO,NGOROGORO
KAGERA,35,BUKOBA,35,KAIBANJA,35,KAIBANJA,IBANJA
KAGERA,35,BUKOBA,35,KAIBANJA,35,KAIBANJA,KIKUNYU
KAGERA,35,BUKOBA,35,KAIBANJA,35,KAIBANJA,KAISHENTE
KAGERA,35,BUKOBA,35,KAIBANJA,35,KAIBANJA,KAHYORO
KAGERA,35,BUKOBA,35,KAIBANJA,35,KAIBANJA,KAIBANJA
KAGERA,35,BUKOBA,35,KAIBANJA,35,KAZINGA,KITORO
KAGERA,35,BUKOBA,35,KAIBANJA,35,KAZINGA,MILEMBE
KAGERA,35,BUKOBA,35,KAIBANJA,35,KAZINGA,RUGASHA
KAGERA,35,BUKOBA,35,KAIBANJA,35,KAZINGA,BWEYUNGE
KAGERA,35,BUKOBA,35,KAIBANJA,35,KAZINGA,KAISHAKIRA
KAGERA,35,BUKOBA,35,KAIBANJA,35,KIIJONGO,KITUNDU
KAGERA,35,BUKOBA,35,KAIBANJA,35,KIIJONGO,KIIJONGO
KAGERA,35,BUKOBA,35,KAIBANJA,35,KIIJONGO,KAKIRI
KAGERA,35,BUKOBA,35,KAIBANJA,35,KIIJONGO,KYENGE
KAGERA,35,BUKOBA,35,KAIBANJA,35,KIIJONGO,IKONGOLA
KAGERA,35,BUKOBA,35,KAIBANJA,35,NYAKIGANDO,OMUKIHIMBA
KAGERA,35,BUKOBA,35,KAIBANJA,35,NYAKIGANDO,BUHENDANGABO
KAGERA,35,BUKOBA,35,KAIBANJA,35,NYAKIGANDO,NYAKABANGA
KAGERA,35,BUKOBA,35,KAIBANJA,35,NYAKIGANDO,KATOME
KAGERA,35,BUKOBA,35,KAIBANJA,35,NYAKIGANDO,IGO
KAGERA,35,BUKOBA,35,KIBIRIZI,35,KIBIRIZI,MPANGA
KAGERA,35,BUKOBA,35,KIBIRIZI,35,KIBIRIZI,KORUSHASHA
KAGERA,35,BUKOBA,35,KIBIRIZI,35,KIBIRIZI,KYORELA
KAGERA,35,BUKOBA,35,KIBIRIZI,35,KIBIRIZI,BWIZO
KAGERA,35,BUKOBA,35,KIBIRIZI,35,KIBIRIZI,KIBIRIZI
KAGERA,35,BUKOBA,35,KIBIRIZI,35,KIBIRIZI,AMANI
KAGERA,35,BUKOBA,35,KIBIRIZI,35,KAMULI,KAMULI
KAGERA,35,BUKOBA,35,KIBIRIZI,35,KAMULI,KORUTOJU
KAGERA,35,BUKOBA,35,KIBIRIZI,35,KAMULI,RUHANGA
KAGERA,35,BUKOBA,35,KIBIRIZI,35,KAMULI,KARUSHEKYA
KAGERA,35,BUKOBA,35,KIBIRIZI,35,KAMULI,NYABISHONGA
KAGERA,35,BUKOBA,35,KIBIRIZI,35,OMUBWEYA,OMUBWEYA
KAGERA,35,BUKOBA,35,KIBIRIZI,35,OMUBWEYA,KAKASHAMBA
KAGERA,35,BUKOBA,35,KIBIRIZI,35,OMUBWEYA,KAKORONTO
KAGERA,35,BUKOBA,35,KIBIRIZI,35,OMUBWEYA,BULYAKASHAJU
KAGERA,35,BUKOBA,35,KIBIRIZI,35,OMUBWEYA,RWOBUTAGASI
KAGERA,35,BUKOBA,35,KIBIRIZI,35,OMUBWEYA,BUTURAGE
KAGERA,35,BUKOBA,35,KIBIRIZI,35,OMUBWEYA,RWAKAHIGWA
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,IRANGO,KISHOJU
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,IRANGO,KAMUSHANSHA
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,IRANGO,BUHANDANGABO
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,IRANGO,BWONGELA
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,MISHENYE,MISHENYE
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,MISHENYE,BURWANI
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,MISHENYE,NYAKIGANDO
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,MISHENYE,IBARE
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,NYAKABANGA,ICHWANDIMI
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,NYAKABANGA,KATONGO
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,NYAKABANGA,KYATABARO
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,NYAKABANGA,NYAKABANGA
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,NYABUSHOZI,NKOMERO
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,NYABUSHOZI,NYABUSHOZI
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,NYABUSHOZI,MAHYORO
KAGERA,35,BUKOBA,35,BUTELANKUZI,35,NYABUSHOZI,KATANAKYA
KAGERA,35,BUKOBA,35,RUHUNGA,35,RUHUNGA,OMUKITOMA
KAGERA,35,BUKOBA,35,RUHUNGA,35,RUHUNGA,NTUNGAMO
KAGERA,35,BUKOBA,35,RUHUNGA,35,RUHUNGA,KAKATOJU
KAGERA,35,BUKOBA,35,RUHUNGA,35,RUHUNGA,OMUKIKOMBO
KAGERA,35,BUKOBA,35,RUHUNGA,35,RUHUNGA,RUHUNGA
KAGERA,35,BUKOBA,35,RUHUNGA,35,RUHUNGA,KEMYONGO
KAGERA,35,BUKOBA,35,RUHUNGA,35,RUHUNGA,BYENGENYI
KAGERA,35,BUKOBA,35,RUHUNGA,35,KIHUMULO,NYAMUJUGA
KAGERA,35,BUKOBA,35,RUHUNGA,35,KIHUMULO,BWEMENGO
KAGERA,35,BUKOBA,35,RUHUNGA,35,KIHUMULO,KAMWAGA
KAGERA,35,BUKOBA,35,RUHUNGA,35,KIHUMULO,RWAMUKOKO
KAGERA,35,BUKOBA,35,RUHUNGA,35,KIHUMULO,KAFUNJO
KAGERA,35,BUKOBA,35,RUHUNGA,35,KIHUMULO,KYAKAILUKYA
KAGERA,35,BUKOBA,35,RUHUNGA,35,KIHUMULO,KAKINDO
KAGERA,35,BUKOBA,35,RUHUNGA,35,KIHUMULO,KAYONJWE
KAGERA,35,BUKOBA,35,RUHUNGA,35,KIHUMULO,KIHUMULO
KAGERA,35,BUKOBA,35,RUHUNGA,35,KIHUMULO,RWANGA
KAGERA,35,BUKOBA,35,RUHUNGA,35,KIHUMULO,IBONELO
KAGERA,35,BUKOBA,35,RUHUNGA,35,KAGARAMA,NYAMILIMA
KAGERA,35,BUKOBA,35,RUHUNGA,35,KAGARAMA,KABANGAMIREMBE
KAGERA,35,BUKOBA,35,RUHUNGA,35,KAGARAMA,KABATAMBILO
KAGERA,35,BUKOBA,35,RUHUNGA,35,KAGARAMA,KAGARAMA
KAGERA,35,BUKOBA,35,RUHUNGA,35,KAGARAMA,OMULUTEME
KAGERA,35,BUKOBA,35,RUHUNGA,35,KAGARAMA,RWEMISHASHA
KAGERA,35,BUKOBA,35,RUHUNGA,35,KAGARAMA,KYAINONI
KAGERA,35,BUKOBA,35,RUHUNGA,35,KAGARAMA,RWENSHAMBYA
KAGERA,35,BUKOBA,35,KIKOMELO,35,BUTAKYA,KISHEBE
KAGERA,35,BUKOBA,35,KIKOMELO,35,BUTAKYA,KAMIZA
KAGERA,35,BUKOBA,35,KIKOMELO,35,BUTAKYA,BUYANGO
KAGERA,35,BUKOBA,35,KIKOMELO,35,BUTAKYA,NYAMABALE
KAGERA,35,BUKOBA,35,KIKOMELO,35,NYAKABULALA,KAJUMIIO
KAGERA,35,BUKOBA,35,KIKOMELO,35,NYAKABULALA,KIHUMULO
KAGERA,35,BUKOBA,35,KIKOMELO,35,NYAKABULALA,NYAKABULALA
KAGERA,35,BUKOBA,35,KIKOMELO,35,KIKOMELO,MBUNGWE
KAGERA,35,BUKOBA,35,KIKOMELO,35,KIKOMELO,KIKOMELO
KAGERA,35,BUKOBA,35,KIKOMELO,35,KIKOMELO,RUZINGA
KAGERA,35,BUKOBA,35,IZIMBYA,35,IZIMBYA,IZIMBYA 'A'
KAGERA,35,BUKOBA,35,IZIMBYA,35,IZIMBYA,KAKINDO
KAGERA,35,BUKOBA,35,IZIMBYA,35,IZIMBYA,KYELIMA
KAGERA,35,BUKOBA,35,IZIMBYA,35,IZIMBYA,KYAMPISI
KAGERA,35,BUKOBA,35,IZIMBYA,35,IZIMBYA,IZIMBYA 'B'
KAGERA,35,BUKOBA,35,IZIMBYA,35,IZIMBYA,MATOBWA
KAGERA,35,BUKOBA,35,IZIMBYA,35,BUTULAGE,NYAKAKA 'A'
KAGERA,35,BUKOBA,35,IZIMBYA,35,BUTULAGE,NYAKAKA 'B'
KAGERA,35,BUKOBA,35,IZIMBYA,35,BUTULAGE,KAISHENYENJE 'A'
KAGERA,35,BUKOBA,35,IZIMBYA,35,BUTULAGE,KAISHENYENJE 'B'
KAGERA,35,BUKOBA,35,IZIMBYA,35,BUTULAGE,KALEEGO
KAGERA,35,BUKOBA,35,IZIMBYA,35,BUTULAGE,BILELE
KAGERA,35,BUKOBA,35,IZIMBYA,35,BUTULAGE,KITORO
KAGERA,35,BUKOBA,35,IZIMBYA,35,BUTULAGE,KANYABUSHORORO
KAGERA,35,BUKOBA,35,RUBALE,35,RUBALE,RUGANDO
KAGERA,35,BUKOBA,35,RUBALE,35,RUBALE,NYAKAJU
KAGERA,35,BUKOBA,35,RUBALE,35,RUBALE,NYAKALALO
KAGERA,35,BUKOBA,35,RUBALE,35,RUBALE,NYAKATOKE
KAGERA,35,BUKOBA,35,RUBALE,35,RUBALE,RUBALE
KAGERA,35,BUKOBA,35,RUBALE,35,MIGARA,KAMUNYA
KAGERA,35,BUKOBA,35,RUBALE,35,MIGARA,MIGARA
KAGERA,35,BUKOBA,35,RUBALE,35,MIGARA,KYAKAGAMBILANDA
KAGERA,35,BUKOBA,35,RUBALE,35,MIGARA,LUTOJU
KAGERA,35,BUKOBA,35,RUBALE,35,MIGARA,RWAMANYONYI
KAGERA,35,BUKOBA,35,RUBALE,35,MIGARA,KYABIA
KAGERA,35,BUKOBA,35,RUBALE,35,KABIRIZI,KAYANGA 'A'
KAGERA,35,BUKOBA,35,RUBALE,35,KABIRIZI,KAYANGA 'B'
KAGERA,35,BUKOBA,35,RUBALE,35,KABIRIZI,KABIRIZI
KAGERA,35,BUKOBA,35,RUBALE,35,KABIRIZI,KABIRIZI KUSINI
KAGERA,35,BUKOBA,35,RUBALE,35,KABIRIZI,KABIRIZI MAGHARIBI
KAGERA,35,BUKOBA,35,RUBALE,35,KABIRIZI,KABIRIZI MASHARIKI
KAGERA,35,BUKOBA,35,KATOMA,35,LUKINDO,BUSHAZA 'A'
KAGERA,35,BUKOBA,35,KATOMA,35,LUKINDO,BUSHAZA 'B'
KAGERA,35,BUKOBA,35,KATOMA,35,LUKINDO,KIKANDA
KAGERA,35,BUKOBA,35,KATOMA,35,LUKINDO,KYAMBEO
KAGERA,35,BUKOBA,35,KATOMA,35,LUKINDO,MAUGURU
KAGERA,35,BUKOBA,35,KATOMA,35,LUKINDO,KIGERA
KAGERA,35,BUKOBA,35,KATOMA,35,KASHENGE,KAGURAMO 'A'
KAGERA,35,BUKOBA,35,KATOMA,35,KASHENGE,KAGURAMO 'B'
KAGERA,35,BUKOBA,35,KATOMA,35,KASHENGE,NYAKITUNGA
KAGERA,35,BUKOBA,35,KATOMA,35,KASHENGE,KILEMBO
KAGERA,35,BUKOBA,35,KATOMA,35,KASHENGE,EKIGOMA
KAGERA,35,BUKOBA,35,KATOMA,35,IROGERO,KIKUNYU
KAGERA,35,BUKOBA,35,KATOMA,35,IROGERO,KAISHEMARWA
KAGERA,35,BUKOBA,35,KATOMA,35,IROGERO,BWEGEME
KAGERA,35,BUKOBA,35,KATOMA,35,IROGERO,NYAKASHENYE
KAGERA,35,BUKOBA,35,KATOMA,35,IROGERO,BISHONGA
KAGERA,35,BUKOBA,35,KARABAGAINE,35,ITAHWA,KIZIGO
KAGERA,35,BUKOBA,35,KARABAGAINE,35,ITAHWA,BULYAMPURO
KAGERA,35,BUKOBA,35,KARABAGAINE,35,ITAHWA,TUTAMPEMULA
KAGERA,35,BUKOBA,35,KARABAGAINE,35,ITAHWA,BUTAANJU
KAGERA,35,BUKOBA,35,KARABAGAINE,35,ITAHWA,NKINDO
KAGERA,35,BUKOBA,35,KARABAGAINE,35,ITAHWA,RUGWI
KAGERA,35,BUKOBA,35,KARABAGAINE,35,IBARAIZIBU,KINIGA/RWIGA
KAGERA,35,BUKOBA,35,KARABAGAINE,35,IBARAIZIBU,RWONGE
KAGERA,35,BUKOBA,35,KARABAGAINE,35,IBARAIZIBU,KILELE
KAGERA,35,BUKOBA,35,KARABAGAINE,35,IBARAIZIBU,KANSHUNDO
KAGERA,35,BUKOBA,35,KARABAGAINE,35,IBARAIZIBU,KAGURAMO
KAGERA,35,BUKOBA,35,KARABAGAINE,35,KIZIRU,KIZIRU 'A'
KAGERA,35,BUKOBA,35,KARABAGAINE,35,KIZIRU,KIZIRU 'B'
KAGERA,35,BUKOBA,35,KARABAGAINE,35,KIZIRU,KYEGOROMORA
KAGERA,35,BUKOBA,35,KARABAGAINE,35,KIZIRU,KASHEYA
KAGERA,35,BUKOBA,35,KARABAGAINE,35,KITWE,RUGAZE
KAGERA,35,BUKOBA,35,KARABAGAINE,35,KITWE,KITWE 'A'
KAGERA,35,BUKOBA,35,KARABAGAINE,35,KITWE,KITWE 'B'
KAGERA,35,BUKOBA,35,KARABAGAINE,35,KITWE,KABALE
KAGERA,35,BUKOBA,35,KARABAGAINE,35,KITWE,BILONGO
KAGERA,35,BUKOBA,35,KARABAGAINE,35,KANGABUSHARO,NSHISHA
KAGERA,35,BUKOBA,35,KARABAGAINE,35,KANGABUSHARO,KANGABUSHARO
KAGERA,35,BUKOBA,35,KARABAGAINE,35,KANGABUSHARO,KAYANGA
KAGERA,35,BUKOBA,35,MARUKU,35,MARUKU,KABYA
KAGERA,35,BUKOBA,35,MARUKU,35,MARUKU,MARUKU
KAGERA,35,BUKOBA,35,MARUKU,35,MARUKU,RUHIJA 'A'
KAGERA,35,BUKOBA,35,MARUKU,35,BWIZANDURU,MUYENJE
KAGERA,35,BUKOBA,35,MARUKU,35,BWIZANDURU,KIHWA
KAGERA,35,BUKOBA,35,MARUKU,35,BWIZANDURU,MAIGA
KAGERA,35,BUKOBA,35,MARUKU,35,BWIZANDURU,KAWAHYA
KAGERA,35,BUKOBA,35,MARUKU,35,BWIZANDURU,IYAGAMA
KAGERA,35,BUKOBA,35,MARUKU,35,KYANSOZI,RUHIJA 'B'
KAGERA,35,BUKOBA,35,MARUKU,35,KYANSOZI,RUBALE
KAGERA,35,BUKOBA,35,MARUKU,35,KYANSOZI,KYANSOZI
KAGERA,35,BUKOBA,35,MARUKU,35,KYANSOZI,KINONI
KAGERA,35,BUKOBA,35,MARUKU,35,BUTAIRUKA,BWIGAMBA
KAGERA,35,BUKOBA,35,MARUKU,35,BUTAIRUKA,KAKONDO
KAGERA,35,BUKOBA,35,MARUKU,35,BUTAIRUKA,KASHA
KAGERA,35,BUKOBA,35,MARUKU,35,BUTAIRUKA,NKALABA
KAGERA,35,BUKOBA,35,MARUKU,35,BUTAIRUKA,BUNUKANGOMA
KAGERA,35,BUKOBA,35,MARUKU,35,BUTAIRUKA,BUGASHANI
KAGERA,35,BUKOBA,35,KANYANGEREKO,35,BUTAHYAIBEGA,NKIMBO
KAGERA,35,BUKOBA,35,KANYANGEREKO,35,BUTAHYAIBEGA,BULAMBIZI
KAGERA,35,BUKOBA,35,KANYANGEREKO,35,BUTAHYAIBEGA,ISIKILA
KAGERA,35,BUKOBA,35,KANYANGEREKO,35,BUTAHYAIBEGA,KATEMBE
KAGERA,35,BUKOBA,35,KANYANGEREKO,35,BUGURUKA,BUGERA
KAGERA,35,BUKOBA,35,KANYANGEREKO,35,BUGURUKA,KIGUSHA
KAGERA,35,BUKOBA,35,KANYANGEREKO,35,BUGURUKA,MISHENYE
KAGERA,35,BUKOBA,35,KANYANGEREKO,35,BUGURUKA,RWAZI
KAGERA,35,BUKOBA,35,KANYANGEREKO,35,BUGURUKA,KALIMI
KAGERA,35,BUKOBA,35,KANYANGEREKO,35,BULINDA,BIBANJA
KAGERA,35,BUKOBA,35,KANYANGEREKO,35,BULINDA,ILUNGAMI
KAGERA,35,BUKOBA,35,KANYANGEREKO,35,BULINDA,KIIZI
KAGERA,35,BUKOBA,35,KANYANGEREKO,35,BULINDA,KATURUKA
KAGERA,35,BUKOBA,35,KEMONDO,35,KANAZI,BULILA
KAGERA,35,BUKOBA,35,KEMONDO,35,KANAZI,KANAZI
KAGERA,35,BUKOBA,35,KEMONDO,35,KANAZI,KATERERO
KAGERA,35,BUKOBA,35,KEMONDO,35,KANAZI,BUTAGANJANA
KAGERA,35,BUKOBA,35,KEMONDO,35,KANAZI,RULONGO
KAGERA,35,BUKOBA,35,KEMONDO,35,KANAZI,BWANSHONI
KAGERA,35,BUKOBA,35,KEMONDO,35,KANAZI,MUJULE
KAGERA,35,BUKOBA,35,KEMONDO,35,RWAGATI,RWAGATI
KAGERA,35,BUKOBA,35,KEMONDO,35,RWAGATI,KIBARAMA
KAGERA,35,BUKOBA,35,KEMONDO,35,RWAGATI,KIGARAMA
KAGERA,35,BUKOBA,35,KEMONDO,35,RWAGATI,NYAKIBANGA
KAGERA,35,BUKOBA,35,KEMONDO,35,RWAGATI,MUBEMBE
KAGERA,35,BUKOBA,35,KISHOGO,35,KASHULE,KASHULE
KAGERA,35,BUKOBA,35,KISHOGO,35,KASHULE,RUGABILA
KAGERA,35,BUKOBA,35,KISHOGO,35,KASHULE,NTOBORA
KAGERA,35,BUKOBA,35,KISHOGO,35,KASHULE,MBALE 'A'
KAGERA,35,BUKOBA,35,KISHOGO,35,KASHULE,MBALE 'B'
KAGERA,35,BUKOBA,35,KISHOGO,35,KASHULE,NYAMUGONGA
KAGERA,35,BUKOBA,35,KISHOGO,35,NTOIJA,NTOIJA
KAGERA,35,BUKOBA,35,KISHOGO,35,NTOIJA,BIKIGA
KAGERA,35,BUKOBA,35,KISHOGO,35,NTOIJA,MUKONGO
KAGERA,35,BUKOBA,35,KISHOGO,35,KISHOGO,KISHOGO 'A'
KAGERA,35,BUKOBA,35,KISHOGO,35,KISHOGO,KISHOGO 'B'
KAGERA,35,BUKOBA,35,KISHOGO,35,KISHOGO,KIBONA
KAGERA,35,BUKOBA,35,MUGAJWALE,35,KOBUNSHWI,KALUGAMBWA
KAGERA,35,BUKOBA,35,MUGAJWALE,35,KOBUNSHWI,KAKILOBA
KAGERA,35,BUKOBA,35,MUGAJWALE,35,KOBUNSHWI,KYAMABELE
KAGERA,35,BUKOBA,35,MUGAJWALE,35,KOBUNSHWI,KOBUNSHWI
KAGERA,35,BUKOBA,35,MUGAJWALE,35,KOBUNSHWI,OMUBUSONI
KAGERA,35,BUKOBA,35,MUGAJWALE,35,KOBUNSHWI,NYAKASHENYE
KAGERA,35,BUKOBA,35,MUGAJWALE,35,MUGAJWALE,KANYABUHORO
KAGERA,35,BUKOBA,35,MUGAJWALE,35,MUGAJWALE,KANYABUGURU
KAGERA,35,BUKOBA,35,MUGAJWALE,35,MUGAJWALE,MAKONGORA
KAGERA,35,BUKOBA,35,MUGAJWALE,35,MUGAJWALE,NYARUTUNTU
KAGERA,35,BUKOBA,35,MUGAJWALE,35,MUGAJWALE,NYAKIHANGA
KAGERA,35,BUKOBA,35,MUGAJWALE,35,MUGAJWALE,IBONELO
KAGERA,35,BUKOBA,35,MUGAJWALE,35,MUGAJWALE,MWEMAGE
KAGERA,35,BUKOBA,35,MUGAJWALE,35,MUGAJWALE,BITUNTU
KAGERA,35,BUKOBA,35,MUGAJWALE,35,MUGAJWALE,MUGAJWALE
KAGERA,35,BUKOBA,35,MUGAJWALE,35,MUGAJWALE,KAGUGU
KAGERA,35,BUKOBA,35,RUKOMA,35,RUKOMA,KAMOGORO
KAGERA,35,BUKOBA,35,RUKOMA,35,RUKOMA,RUZILA
KAGERA,35,BUKOBA,35,RUKOMA,35,RUKOMA,RUKOMA
KAGERA,35,BUKOBA,35,RUKOMA,35,RUKOMA,KYAIBANDA
KAGERA,35,BUKOBA,35,RUKOMA,35,RUKOMA,RUKUNYA
KAGERA,35,BUKOBA,35,RUKOMA,35,RUKOMA,KEMBEBA
KAGERA,35,BUKOBA,35,RUKOMA,35,NSHESHE,KENKENDE
KAGERA,35,BUKOBA,35,RUKOMA,35,NSHESHE,KARUHALA
KAGERA,35,BUKOBA,35,RUKOMA,35,NSHESHE,KIMOI
KAGERA,35,BUKOBA,35,RUKOMA,35,NSHESHE,RWENKOROGO
KAGERA,35,BUKOBA,35,RUKOMA,35,NSHESHE,KEBIJUMBA
KAGERA,35,BUKOBA,35,RUKOMA,35,NSHESHE,KABABINGA
KAGERA,35,BUKOBA,35,RUKOMA,35,NSHESHE,KARAMA
KAGERA,35,BUKOBA,35,RUKOMA,35,NSHESHE,KAMKOLE
KAGERA,35,BUKOBA,35,RUKOMA,35,NSHESHE,KYANGOYE
KAGERA,35,BUKOBA,35,RUKOMA,35,BITUNTU,BITUNTU 'A'
KAGERA,35,BUKOBA,35,RUKOMA,35,BITUNTU,BITUNTU 'B'
KAGERA,35,BUKOBA,35,RUKOMA,35,BITUNTU,KAKASHULE
KAGERA,35,BUKOBA,35,RUKOMA,35,BITUNTU,KYAMARANGE
KAGERA,35,BUKOBA,35,RUKOMA,35,BITUNTU,NYARUHAMA
KAGERA,35,BUKOBA,35,RUKOMA,35,BITUNTU,KAIRONGE
KAGERA,35,BUKOBA,35,KYAITOKE,35,RUGAZE,NDAMA.
KAGERA,35,BUKOBA,35,KYAITOKE,35,RUGAZE,KINSHULI
KAGERA,35,BUKOBA,35,KYAITOKE,35,RUGAZE,BINONI
KAGERA,35,BUKOBA,35,KYAITOKE,35,RUGAZE,RUGAZE 'A'
KAGERA,35,BUKOBA,35,KYAITOKE,35,RUGAZE,RUGAZE 'B'
KAGERA,35,BUKOBA,35,KYAITOKE,35,RUGAZE,KIKAGATI
KAGERA,35,BUKOBA,35,KYAITOKE,35,RUGAZE,NDAYANJOJU
KAGERA,35,BUKOBA,35,KYAITOKE,35,RUGAZE,KYEBYALA
KAGERA,35,BUKOBA,35,KYAITOKE,35,RUGAZE,MISHASHA
KAGERA,35,BUKOBA,35,KYAITOKE,35,RUGAZE,KABWENGE
KAGERA,35,BUKOBA,35,KYAITOKE,35,KYAITOKE,NYAKABUMBA
KAGERA,35,BUKOBA,35,KYAITOKE,35,KYAITOKE,OMWITOMA
KAGERA,35,BUKOBA,35,KYAITOKE,35,KYAITOKE,BWENYANUMI
KAGERA,35,BUKOBA,35,KYAITOKE,35,KYAITOKE,KYAITOKE
KAGERA,35,BUKOBA,35,KYAITOKE,35,KYAITOKE,MASHANJE
KAGERA,35,BUKOBA,35,KYAITOKE,35,KYAITOKE,NYABULAGALA
KAGERA,35,BUKOBA,35,KYAITOKE,35,KYAITOKE,KITEMBE
KAGERA,35,BUKOBA,35,KYAITOKE,35,KYAITOKE,KINONGO
KAGERA,35,BUKOBA,35,KYAITOKE,35,KYAITOKE,IGOMA
KAGERA,35,BUKOBA,35,KYAITOKE,35,KYAITOKE,KIFUKA.
KAGERA,35,BUKOBA,35,KYAITOKE,35,KYAITOKE,MUTOJU
KAGERA,35,BUKOBA,35,KYAITOKE,35,KYAITOKE,KITOBOKA
KAGERA,35,MISSENYI,35,ISHOZI,35,KATANO,KATANO
KAGERA,35,MISSENYI,35,ISHOZI,35,KATANO,KALELA
KAGERA,35,MISSENYI,35,ISHOZI,35,KATANO,LUTALA
KAGERA,35,MISSENYI,35,ISHOZI,35,LUHANO,LUHANO
KAGERA,35,MISSENYI,35,ISHOZI,35,LUHANO,KIANJA
KAGERA,35,MISSENYI,35,ISHOZI,35,LUHANO,KATUNGA
KAGERA,35,MISSENYI,35,ISHOZI,35,LUHANO,KYEGOROMOLA
KAGERA,35,MISSENYI,35,ISHOZI,35,LUHANO,BWATANGABO
KAGERA,35,MISSENYI,35,ISHOZI,35,LUHANO,ISHONGOLERO
KAGERA,35,MISSENYI,35,ISHOZI,35,LUHANO,KYAIBUMBA
KAGERA,35,MISSENYI,35,ISHOZI,35,KABYAILE,KABYAILE
KAGERA,35,MISSENYI,35,ISHOZI,35,KABYAILE,MKIMALA
KAGERA,35,MISSENYI,35,ISHOZI,35,KABYAILE,NYANGE
KAGERA,35,MISSENYI,35,ISHOZI,35,NYARUGONGO,KAKONI
KAGERA,35,MISSENYI,35,ISHOZI,35,NYARUGONGO,KYABAIMA
KAGERA,35,MISSENYI,35,ISHOZI,35,NYARUGONGO,BISHULA
KAGERA,35,MISSENYI,35,ISHOZI,35,NYARUGONGO,NYARUGONGO
KAGERA,35,MISSENYI,35,ISHOZI,35,NYARUGONGO,BWEMAGE
KAGERA,35,MISSENYI,35,ISHOZI,35,NYARUGONGO,BITEME
KAGERA,35,MISSENYI,35,ISHOZI,35,NYARUGONGO,KABATO
KAGERA,35,MISSENYI,35,ISHOZI,35,KATOLERWA,KATOLERWA
KAGERA,35,MISSENYI,35,ISHOZI,35,KATOLERWA,"KANYANGE ""A"""
KAGERA,35,MISSENYI,35,ISHOZI,35,KATOLERWA,"KANYANGE ""B"""
KAGERA,35,MISSENYI,35,ISHOZI,35,KATOLERWA,KIHANJA
KAGERA,35,MISSENYI,35,ISHOZI,35,KATOLERWA,KILIMILILE
KAGERA,35,MISSENYI,35,ISHOZI,35,KATOLERWA,KYAMUGALULA
KAGERA,35,MISSENYI,35,BWANJAI,35,BUKABUYE,BUHARATA
KAGERA,35,MISSENYI,35,BWANJAI,35,BUKABUYE,KABANGA
KAGERA,35,MISSENYI,35,BWANJAI,35,BUKABUYE,MISHENYI.
KAGERA,35,MISSENYI,35,BWANJAI,35,BUHANGARUTI,RUTI
KAGERA,35,MISSENYI,35,BWANJAI,35,BUHANGARUTI,BUHANGA
KAGERA,35,MISSENYI,35,BWANJAI,35,BUHANGARUTI,KASHEKURO
KAGERA,35,MISSENYI,35,BWANJAI,35,BUHEKELA,KARUYENJE
KAGERA,35,MISSENYI,35,BWANJAI,35,BUHEKELA,KIHANGA
KAGERA,35,MISSENYI,35,BWANJAI,35,BUHEKELA,NYALUGEMU
KAGERA,35,MISSENYI,35,BWANJAI,35,KANTARE,KANTARE
KAGERA,35,MISSENYI,35,BWANJAI,35,KANTARE,RUGAZE
KAGERA,35,MISSENYI,35,BWANJAI,35,RWAMASHONGA,KAKUKURU
KAGERA,35,MISSENYI,35,BWANJAI,35,RWAMASHONGA,KAKUNGIRI
